objname,ra,dec,distance,distance_err
PGC2801050,312.10062,58.6182522,7.73,0.455
PGC3097690,312.7931625,56.8901957,7.73,0.455
UGC11583,307.5634725,60.4406659,7.73,0.455
PGC032413,162.418299,22.8383992,7.76,0.457
PGC006337,25.812084,19.9746667,7.779,4.254
NGC4757,193.208925,-10.3099586,7.781,5.388
PGC3318526,319.48365,-18.889099,7.785,4.237
AGC124056,44.40166667,23.78916667,7.8,0.46
LV J0300+2546,45.16375,25.78222222,7.8,0.46
N1156dw1,45.07583333,25.24888889,7.8,0.46
N1156dw2,45.11666667,25.30472222,7.8,0.46
NGC1156,44.9269155,25.2387298,7.8,0.46
PGC045628,197.402391,-27.1407267,7.8,1.555
SDSSJ084337.97+402546.9,130.908207,40.4297891,7.8,1.555
SDSSJ103044.29+060737.0,157.684557,6.1262659,7.8,1.555
dw0301+2446,45.38416667,24.78305556,7.8,0.46
LV J0913+1937,138.4125,19.61888889,7.83,0.461
PGC138451,25.572177,26.3667208,7.83,0.461
UGC07903,190.939362,53.9599337,7.83,0.461
KDG010,25.9225,15.68972222,7.87,0.464
UGC04115,119.2590255,14.3909857,7.87,0.464
N4625A,190.5458333,41.25277778,7.9,0.465
NGC4242,184.37568,45.6191956,7.9,1.575
PGC040588,186.447993,14.9520683,7.9,1.575
PGC045512,196.986042,-16.6891389,7.9,1.575
PGC2175402,127.9216425,41.0816371,7.9,1.575
UGC07751,188.798808,41.0608185,7.9,1.575
d1220+4649,185.2291667,46.82916667,7.9,0.465
SDSSJ120259.98+473915.1,180.7500975,47.6542168,7.94,0.468
UGC07485,186.092358,21.1599929,7.94,1.583
PGC170328,211.0512915,-9.6415833,7.97,4.842
KK165,192.2195833,31.97027778,7.98,0.47
NGC3274,158.07183,27.6687876,7.98,0.47
NGC4656,190.990431,32.1696375,7.98,0.47
NGC4656UV,191.061642,32.2800722,7.98,0.47
PGC021614,115.632345,16.5610382,7.98,0.47
HIPASSJ0517-32,79.340022,-32.759646,8,0.471
NGC1800,76.6070955,-31.9541353,8,1.595
NGC4204,183.8103765,20.6587139,8,0.471
PGC043851,193.486722,-12.1054537,8,0.471
[KK98] 125,183.1745833,68.92722222,8,0.471
SDSSJ111757.15+504328.6,169.4880315,50.7247726,8.013,6.399
PGC042772,190.779666,32.4906944,8.02,1.599
PGC049929,210.389583,-33.0922222,8.076,4.717
PGC3189390,348.729285,-32.8041,8.095,4.113
PGC042422,190.043382,6.8467756,8.1,1.614
PGC041667,188.283045,-0.5328765,8.11,0.478
ESO358-060,56.301234,-35.5705512,8.114,4.991
UGC03974,115.480833,16.8025,8.17,0.481
PGC3183498,330.67365,-32.298302,8.192,4.138
HIPASSJ1154+12,178.5521805,12.434871,8.2,0.483
PGC041314,187.5985365,42.9015163,8.2,0.483
PGC1700671,200.2697985,24.1433999,8.2,1.634
PGC807172,146.083614,-22.9160829,8.2,0.483
SDSSJ124155.33+114003.7,190.480527,11.6677184,8.21,5.828
ESO495-021,129.063291,-26.4093333,8.24,0.486
NGC4288,185.158929,46.2917083,8.24,0.486
PGC041749,188.4697575,39.6259263,8.24,0.486
UGC04998,141.2987505,68.3831944,8.24,0.486
UGC05571,154.9265625,52.0654655,8.24,0.486
PGC002084,8.703792,7.4503611,8.241,3.874
PGC877092,327.134265,-17.812091,8.245,4.09
KK191,198.4154167,42.04416667,8.28,0.488
PGC1207559,190.413213,1.8379207,8.28,1.65
SDSSJ121811.07+465500.6,184.5461145,46.9168855,8.28,0.488
PGC3197276,8.39295,-31.9223,8.292,3.869
ESO373-007,143.1895815,-33.2445628,8.3,1.654
PGC074968,56.136825,-35.1958778,8.301,5.05
UGC00063,1.96167,35.965978,8.302,4.185
6dFJ0939351-250735,144.895938,-25.1263468,8.32,0.49
PGC166128,184.8864855,43.3867801,8.32,0.49
SDSSJ112934.60+104835.4,172.3942575,10.8098651,8.32,0.49
UGC08882,209.311293,54.1009558,8.32,0.49
ESO472-015,1.701747,-24.9447471,8.351,3.824
PGC041308,187.58499,14.14016,8.353,7.76
NGC4437,188.1894825,0.1145302,8.36,0.493
ALFAZOAJ1952+1428,298.0491675,14.473333,8.39,0.494
NGC2188,92.539431,-34.105812,8.39,0.494
HIPASSJ0622-07,95.553543,-7.8398268,8.4,1.674
NGC5194,202.469547,47.195151,8.4,0.495
NGC5229,203.5121025,47.9153745,8.4,0.495
PGC048062,204.187707,44.5981351,8.4,0.495
SDSSJ132831.24+493737.8,202.130172,49.6272755,8.4,0.495
SDSSJ134220.06+484057.4,205.5835425,48.6826394,8.4,0.495
UGCA361,203.1508333,49.83027778,8.4,0.495
dw1313+46,198.2583333,46.60222222,8.4,0.495
dw1327+51,201.7541667,51.68555556,8.4,0.495
dw1338+50,204.7041667,50.01944444,8.4,0.495
dw1340+45,205.1541667,45.69833333,8.4,0.495
PGC3210819,35.78685,-29.8757,8.423,4.073
NGC7640,350.527416,40.8454167,8.43,0.497
UGC12588,351.177651,41.3479039,8.43,0.497
AGC123352,42.16333333,23.27388889,8.47,0.499
SDSSJ085112.11+275248.1,132.8005545,27.8800129,8.47,0.499
UGC12894,0.09375,39.49555556,8.47,1.688
PGC001242,4.798023,-22.6684229,8.497,3.851
KKH68,172.7220833,14.14611111,8.5,1.694
LVJ0620-0839,95.2283325,-8.650278,8.5,0.501
PGC018855,95.232159,-8.495589,8.5,1.694
PGC042160,189.4221825,8.5587967,8.5,1.694
PGC2832118,190.00905,38.000599,8.5,1.694
UGC07827,189.9112035,44.8211232,8.5,1.694
PGC041093,187.2179985,42.1779267,8.51,0.501
UGC05918,162.403989,65.5312734,8.51,0.501
PGC3188061,342.802185,-34.844002,8.526,4.238
PGC158230,193.9055505,-1.3298881,8.539,5.331
UGC03817,110.6853255,45.1084587,8.55,0.504
UGC12632,352.4946,40.990398,8.55,1.704
AGC122226,41.66208333,27.72638889,8.56,1.706
PGC3233738,2.30025,-26.1611,8.574,3.885
ESO359-024,62.739474,-35.8308868,8.58,5.407
ESO496-010,132.2749995,-26.3216054,8.59,0.506
PGC1178576,155.411904,0.9001123,8.59,0.506
PGC069415,339.7868745,-4.7602778,8.6,1.714
UGC08647,204.9492225,31.2906075,8.6,1.714
PGC3304823,213.5586,-1.7645,8.618,4.907
6dFJ0243580-091424,40.991646,-9.2400388,8.62,3.878
PGC1166738,46.6953825,0.4695892,8.623,4.248
PGC074919,55.4393985,-33.7913184,8.631,5.126
PGC033486,166.2430035,29.1379489,8.67,0.511
PGC166063,26.6759295,26.8013899,8.67,0.511
PGC044460,194.6177715,-10.5769444,8.7,1.734
UGC05086,143.20335,21.4656744,8.7,0.513
UGC07748,188.65989,68.3403825,8.7,1.734
[KHL2017]S672,187.7280405,12.36065,8.708,7.845
ESO409-015,1.3828905,-28.0983395,8.71,0.513
PGC2543081,179.475618,56.6379887,8.75,0.516
PGC3271456,196.15215,-4.4516,8.755,5.371
UGC03174,72.143484,0.242073,8.774,4.842
UGC02157,40.104666,38.5633333,8.812,4.28
SDSSJ003401.74+264934.2,8.5072725,26.8261885,8.821,4.241
PGC086668,135.72387,20.0751578,8.83,0.52
PGC712531,54.7624575,-30.8225492,8.831,5.12
PGC3197756,4.4013,-31.4384,8.836,3.957
UGC00695,16.943622,1.0638696,8.842,3.679
AGC102728,0.08916667,31.02194444,8.87,0.523
NGC2903,143.042052,21.5015656,8.87,0.523
PGC050911,213.7881795,57.088364,8.87,0.523
UGC05423,151.378467,70.3644428,8.87,0.523
PGC169957,24.1495245,23.8155332,8.877,4.281
SDSSJ034457.81+010901.1,56.240922,1.1503148,8.88,4.482
AGC227970,191.5058325,4.3811109,8.9,1.774
HIPASSJ0021+08,5.1725415,8.6169547,8.9,1.774
NGC2903:[IHS2009]HI1,142.6665,21.723528,8.9,0.524
PGC026972,142.553469,19.9898097,8.9,0.524
SDSSJ091525.83+252511.1,138.8574465,25.4195028,8.9,0.524
UGC07608,187.1852325,43.224294,8.9,1.774
UGC07950,191.736096,51.6133732,8.9,1.774
UGC08683,205.635531,39.6585123,8.9,1.774
NGC4485,187.629981,41.7008037,8.91,0.525
NGC4490,187.651425,41.6439942,8.91,0.525
NGC4559,188.9903415,27.9596837,8.91,0.525
PISCESB,19.7987775,11.1216426,8.91,0.525
SDSSJ123109.09+420533.8,187.787865,42.0927431,8.91,0.525
UGC07690,188.112132,42.7040812,8.91,0.525
ESO486-015,75.751371,-25.4684718,8.966,5.102
PGC2832113,186.03165,37.993,8.99,0.53
Centaurus A-dE5,217.5208333,-33.47916667,9,0.53
KDG098,184.6225,28.64583333,9,0.53
NGC5055dwTBG1,198.07875,41.97694444,9,0.53
NGC5055dwTBG2,198.7129167,41.725,9,0.53
PGC043283,192.180231,-5.2534523,9,1.794
PGC2807144,177.5262075,55.7826242,9,0.53
[CKT2009]d1009+70,152.3954167,70.54861111,9,0.53
NGC1058,40.875495,37.3410997,9.006,4.258
SDSSJ012307.28+221448.1,20.7803595,22.2467024,9.032,4.271
ESO359-029,63.2106465,-33.0033297,9.033,5.422
ESO364-029,91.4373105,-33.0816082,9.04,0.533
KK193,198.88,41.50138889,9.04,0.533
KK194,199.33125,44.39666667,9.04,0.533
NGC5055,198.9553965,42.0292782,9.04,0.533
PGC045889,198.2166135,40.5428362,9.04,0.533
PGC166184,209.0419035,40.3032604,9.04,0.533
PGC2832122,192.807594,47.0696127,9.04,0.533
UGC01176,25.0422405,15.9049144,9.04,0.533
UGC08313,198.47364,42.2074377,9.04,0.533
dw1303+42,195.8083333,42.37138889,9.04,0.533
dw1305+38,196.4916667,38.09527778,9.04,0.533
dw1305+41,196.3708333,41.89,9.04,0.533
dw1308+40,197.1916667,40.90111111,9.04,0.533
PGC1024539,189.936366,-7.0886068,9.043,5.541
6dFJ0935216-134852,143.839857,-13.8144773,9.06,1.806
PGC901638,7.4641635,-16.1650471,9.06,3.898
PGC3293970,185.74815,-1.1452,9.062,5.624
PGC052893,222.2000115,-3.716407,9.064,4.868
PGC749455,349.4922405,-27.8185102,9.07,4.039
UGC07678,188.000973,39.8323185,9.08,0.535
IC3077,183.9847215,14.4329265,9.1,1.814
NGC1592,67.420308,-27.4086511,9.1,1.814
PGC3097708,189.3995115,-8.8670819,9.1,1.814
UGC07916,191.1044565,34.3860787,9.1,1.814
SDSSJ115352.36+512937.5,178.4682405,51.4937864,9.12,0.537
PGC2392619,179.508942,51.349286,9.121,6.241
PGC3178266,27.8226,-33.623699,9.148,4.173
PGC2793496,200.6847045,-28.9532102,9.152,4.787
KK69,133.21125,33.79777778,9.16,0.54
NGC5949,232.0027905,64.7631544,9.16,1.44
PGC042115,189.3081045,29.6308015,9.18,1.83
PGC829258,322.1576865,-21.3639802,9.182,4.159
NGC5832,224.440254,71.6823693,9.192,5.416
NGC3432,163.129341,36.6191529,9.2,1.834
PGC032954,164.4458805,36.260757,9.2,0.542
PGC043595,192.9347895,26.1121659,9.2,1.834
PGC052358,219.772728,36.8061208,9.2,1.834
PGC054607,229.47708,16.3122731,9.2,1.834
SDSSJ105205.52+362836.2,163.022985,36.4767862,9.2,0.542
SDSSJ105240.79+363953.7,163.1699385,36.6649172,9.2,0.542
SDSSJ105640.35+360827.9,164.168247,36.1409478,9.2,0.542
UGC01561,31.020837,24.2081321,9.2,1.834
UGC05983,163.069809,36.5945359,9.2,0.542
UGC07320,184.3689435,44.8112542,9.2,1.834
UGC07584,187.011693,22.5878602,9.2,1.834
UGC07719,188.5022445,39.019261,9.2,1.834
SDSSJ014201.94+184531.5,25.5080955,18.758773,9.22,4.241
PGC166095,133.199166,33.7925278,9.221,5.775
PGC701288,52.0799115,-31.7699482,9.24,5.037
PGC021772,116.735145,51.2953718,9.25,0.545
PGC732721,345.682035,-29.1511,9.27,4.101
PGC083567,189.6255225,29.0549904,9.277,7.93
NGC4096,181.5047595,47.4784538,9.284,6.331
KK70,133.8416667,33.55916667,9.29,0.547
NGC1637,70.3674585,-2.8579167,9.29,0.547
NGC4600,190.095729,3.1177156,9.29,0.547
PGC000083,0.27825,32.3788333,9.29,0.547
PGC040045,185.531886,15.7990402,9.29,0.547
PGC086669,139.876473,21.6035357,9.29,0.547
AGC124635,42.16041667,19.32833333,9.3,0.548
PGC200320,222.216753,34.7119543,9.3,0.548
UGC02172,40.5451245,43.3550833,9.3,1.854
HIPASSJ1558-10,239.58333,-10.535278,9.31,4.521
PGC1199471,226.382589,1.587694,9.321,4.962
SDSSJ100036.54+303209.7,150.1523085,30.5360762,9.33,0.55
UGC05672,157.0872255,22.5707774,9.33,1.86
PGC3188695,340.251303,-35.7993584,9.346,4.219
UGC11891,330.89049,43.7488211,9.36,4.437
6dFJ0956376-092911,149.156505,-9.4862996,9.38,0.553
IC0559,146.1825,9.6159983,9.4,1.874
PGC2148839,134.9458485,39.3844341,9.4,1.874
UGC05186,145.744428,33.2655617,9.4,1.874
UGC00891,20.3295675,12.4116705,9.406,4.063
UGC07490,186.103683,70.3342222,9.415,5.524
PGC170228,196.050318,-4.8909536,9.418,5.448
NGC3384,162.070416,12.6293385,9.42,0.555
PGC3210135,34.1025,-28.060801,9.426,4.146
[KKH2007]J0246+3952,41.5025445,39.877186,9.429,4.202
ESO383-070,206.230845,-35.4138368,9.445,4.709
[KKH2007]J0245+3957,41.459748,39.9532426,9.451,4.198
AGC749315,157.2766667,26.91055556,9.46,0.557
PGC3193167,2.51115,-28.0984,9.483,3.985
UGC01924,36.957393,31.7261335,9.487,4.27
IC3583,189.181863,13.2588654,9.51,0.56
KK93,161.6033333,14.025,9.51,0.56
PGC1040545,201.8762505,-5.7771111,9.514,5.391
PGC074880,55.140573,-18.6507308,9.529,4.732
PGC041245,187.484655,13.2200397,9.532,7.756
PGC037862,180.1474395,47.7739525,9.537,6.29
ESO363-008,83.6653395,-34.1799978,9.549,5.502
2MASXJ12400312-1140045,190.0130205,-11.6678888,9.55,0.563
Halogas,36.83333333,33.95833333,9.55,0.563
KKSG31,189.6404167,-10.49027778,9.55,0.563
KKSG32,189.9791667,-11.74666667,9.55,0.563
KKSG33,190.0370833,-12.36472222,9.55,0.563
KKSG34,190.32875,-11.9275,9.55,0.563
N4594-DGSAT-3,189.8866667,-11.22722222,9.55,0.563
NGC0925,36.820419,33.5790033,9.55,0.563
NGC4594,189.997701,-11.6230104,9.55,0.563
Sombrero DwA,189.9645833,-11.34138889,9.55,0.563
Sombrero DwB,190.3,-11.8925,9.55,0.563
UGC01865,36.2505135,36.0378086,9.55,0.563
UGC02023,38.3255895,33.490878,9.55,0.563
d0226+3325,36.72,33.42694444,9.55,0.563
dw1237-1125,189.2983333,-11.43305556,9.55,0.563
dw1240-1118,190.0391667,-11.31388889,9.55,0.563
dw1241-1131,190.2616667,-11.52888889,9.55,0.563
PGC3256232,152.1519,-4.6265,9.575,7.211
AGC227975,194.325495,4.9913376,9.582,5.527
UGC02254,41.840334,37.52485,9.585,4.181
AGC174605,117.5904167,7.79444444,9.59,0.565
NGC4460,187.1898555,44.8642038,9.59,0.565
PGC2806961,137.223606,14.582829,9.59,0.565
PGC040109,185.659833,6.0144628,9.6,1.913
PGC041395,187.7655795,1.6758647,9.6,1.913
UGC00064,1.93333333,40.87555556,9.6,1.913
PGC1908626,185.8405575,30.5620787,9.621,7.937
UGC02038,38.53365,40.513302,9.621,4.148
PGC1236745,193.5662265,2.7624078,9.628,5.428
PGC2619398,184.968417,61.5197222,9.632,5.925
SDSSJ023201.73-003855.2,38.0072115,-0.6486755,9.634,3.829
PGC018431,91.8321855,-34.2043518,9.64,0.568
PGC043072,191.5637505,10.2055124,9.64,0.568
PGC1099440,152.38527,-2.182705,9.64,0.568
[SLY2014]J121440.0+462112,183.6666105,46.3533,9.644,7.532
UGC02259,41.980791,37.5384167,9.645,4.173
PGC069990,343.6884915,-26.8900295,9.651,3.983
PGC037401,178.809525,44.1499103,9.66,1.925
PGC2178478,188.659236,41.2766854,9.666,7.456
PGC3181411,42.31245,-33.3335,9.676,4.26
NGC0959,38.0996325,35.4946236,9.678,4.177
NGC3115,151.308132,-7.7184976,9.68,0.57
PGC3222079,332.352585,-27.428301,9.684,4.09
KKSG16,149.9479167,-9.34333333,9.7,0.572
NGC1023,40.0999395,39.0632533,9.7,0.49
PGC029038,150.3900795,-6.5251098,9.7,0.572
PGC029086,150.6503535,-6.0135652,9.7,0.572
PGC029299,151.3962495,-7.75,9.7,0.572
PGC029300,151.423347,-7.9814444,9.7,0.572
PGC1034827,148.7937855,-6.270288,9.7,0.572
PGC154449,149.2870833,-9.26333333,9.7,0.572
UGC07427,185.4784185,35.0500431,9.7,1.933
PGC3207702,30.39795,-31.762699,9.708,4.168
NGC0855,33.5149875,27.8769014,9.73,0.573
PGC1798058,155.937339,27.111011,9.73,0.573
PGC2277751,158.8003605,46.2367478,9.73,0.573
SDSSJ100919.79+275644.3,152.332452,27.9457183,9.73,0.573
SDSSJ152255.55+420158.2,230.731455,42.0328368,9.742,6.451
UGC00521,12.800232,12.0245418,9.767,4.005
PGC041701,188.353701,33.3508374,9.77,0.576
PGC138836,89.39646,7.4870641,9.77,1.947
SDSSJ125355.92+340559.5,193.4829975,34.0998283,9.783,7.468
UGC02432,44.36115,10.1365,9.784,4.315
PGC010169,40.250634,39.0719626,9.792,4.136
IC3591,189.261666,6.9261325,9.8,1.953
KK71,137.2954167,-23.36777778,9.8,0.577
KK72,137.92625,-23.98222222,9.8,0.577
KK73,138.1220833,-24.24111111,9.8,0.577
NGC2784 dw01,138.0770833,-24.21111111,9.8,0.577
NGC4534,188.5224885,35.5183016,9.8,1.953
PGC021812,116.8826145,51.1916136,9.8,1.953
PGC043051,191.518446,8.4762587,9.8,1.953
[TT2009] 30,35.72791667,42.7125,9.8,0.577
PGC2167923,213.374424,40.5795006,9.808,6.642
PGC736507,2.4008265,-28.8606172,9.808,4.035
PGC3220921,327.165498,-31.7440529,9.817,4.104
KK74,138.635,-23.55722222,9.82,0.579
KSP-DW1,134.2175,-24.96805556,9.82,0.579
KSP-DW11,137.2220833,-23.1425,9.82,0.579
KSP-DW12,137.2766667,-23.89944444,9.82,0.579
KSP-DW13,137.5,-24.17194444,9.82,0.579
KSP-DW14,137.6041667,-24.025,9.82,0.579
KSP-DW15,137.7945833,-24.41138889,9.82,0.579
KSP-DW16,137.8620833,-23.14555556,9.82,0.579
KSP-DW17,137.9008333,-23.5,9.82,0.579
KSP-DW18,137.9258333,-24.22472222,9.82,0.579
KSP-DW20,138.66875,-24.25277778,9.82,0.579
KSP-DW21,138.785,-25.04944444,9.82,0.579
KSP-DW23,139.0066667,-23.60638889,9.82,0.579
KSP-DW24,139.0354167,-23.72138889,9.82,0.579
KSP-DW28,139.4308333,-23.49361111,9.82,0.579
KSP-DW3,134.60625,-24.74861111,9.82,0.579
KSP-DW30,140.055,-23.93388889,9.82,0.579
KSP-DW4,134.6229167,-25.105,9.82,0.579
KSP-DW6,136.01,-22.94777778,9.82,0.579
LV 0853+3318,133.3616667,33.30527778,9.82,0.579
N2683dw2,133.5854167,33.24944444,9.82,0.579
N3344dw1,160.6833333,25.025,9.82,0.579
NGC2683,133.172916,33.4225,9.82,0.579
NGC2784,138.0808333,-24.17166667,9.82,0.579
NGC3344,160.879791,24.9222588,9.82,0.579
PGC042120,189.308583,-10.4978712,9.82,0.579
PGC3276593,216.5454945,-3.9398333,9.844,4.995
PGC3222404,336.449289,-29.3717842,9.851,4.055
PGC053410,224.1294915,59.5944852,9.857,6.115
UGC04426,127.1186595,41.856713,9.86,0.581
PGC166140,190.379025,39.8130302,9.882,7.349
ESO473-024,7.84375,-22.76583333,9.9,1.973
IC2171,101.1149085,-17.932518,9.9,1.973
NGC3556,167.8789005,55.6742681,9.9,1.973
PGC034671,169.952358,55.7226059,9.9,0.583
PGC035433,172.4764515,52.4043145,9.9,0.583
PGC042931,191.1588975,28.4724875,9.9,1.973
PGC1463377,23.674026,14.643888,9.9,0.583
[KHL2017]S686,187.724211,12.47187,9.901,7.777
SDSSJ102148.93+641759.9,155.454036,64.2997892,9.909,5.385
AGC740112,162.4808333,23.06833333,9.91,0.584
UGC06251,168.35832,53.594696,9.91,0.584
PGC041965,188.907204,-7.8768707,9.946,5.997
NGC0891,35.639511,42.3476344,9.95,0.586
NGC3351,160.9904175,11.7036846,9.95,0.586
PGC044532,194.757687,34.860685,9.95,0.586
UGC01807,35.305266,42.7627845,9.95,0.586
UGC02014,38.2249755,38.6806268,9.95,0.586
UGC02034,38.4287625,40.5285197,9.95,0.586
UGC05829,160.676274,34.4486941,9.95,0.586
SDSSJ105101.50+132000.4,162.7562686,13.33347528,9.96,7.774
PGC3281547,154.5894,-1.9563,9.979,7.168
UGC07438,185.5811235,30.0614441,9.979,7.862
ESO550-024,65.3071395,-21.8458758,9.982,5.318
PGC044685,194.9922165,2.0493077,9.99,1.991
ESO550-023,65.0528445,-21.2433207,9.993,5.296
PGC213969,184.584102,28.1883122,9.995,7.846
ESO486-021,75.833226,-25.4236397,10,0.589
KK96,162.6129167,12.36083333,10,0.589
KKH67,170.7645833,21.32694444,10,0.589
KKSG9,101.7370833,-17.94138889,10,0.589
NGC1744,74.991015,-26.023153,10,1.993
NGC2283,101.470575,-18.2118479,10,1.993
PGC083329,161.5591665,12.9605556,10,0.589
PGC2801019,221.1841995,55.5880218,10,0.589
PGC2807139,162.99645,28.3626,10,0.589
PGC2832115,188.279289,38.1163873,10,0.589
PGC970397,188.9140005,-11.0671111,10,1.993
UGC07642,187.5574995,2.6249001,10,1.993
PGC3243611,50.6355,-23.947001,10.022,4.838
PGC214132,204.8430705,31.2493621,10.026,7.498
UGC10736,257.019447,69.464317,10.047,5.164
SDSSJ015025.17-004048.1,27.6048825,-0.6800523,10.049,3.821
KK49,85.42291667,6.68166667,10.05,0.592
SDSSJ101726.52+292210.6,154.3604025,29.3696746,10.05,0.592
PGC2239372,178.8045075,44.2190386,10.079,7.585
[KHL2017]S9053,187.701261,12.49469,10.08,7.784
AGC208399,160.044576,4.9089248,10.1,0.595
NGC4509,188.2769925,32.0909275,10.1,2.013
NGC4597,190.053696,-5.7990641,10.1,2.013
SDSSJ222822.22+003929.1,337.092597,0.6580837,10.113,4.066
PGC042730,190.703754,-12.390791,10.12,5.74
PGC904955,50.1357495,-15.9043889,10.13,4.468
SDSSJ120413.71+392741.3,181.0572945,39.4614657,10.131,7.582
NGC6689,278.7094635,70.5238708,10.134,4.826
PGC047735,203.3453745,49.1028333,10.145,6.615
NGC1003,39.8195985,40.8724963,10.152,4.105
PGC051225,215.0507625,43.0197723,10.167,6.608
NGC3239,156.2703045,17.1637013,10.17,0.599
SDSSJ121922.80+155518.0,184.8446889,15.92412476,10.178,7.952
ESO362-009,77.9971995,-32.972599,10.18,5.585
SDSSJ131328.53+363055.3,198.368934,36.5153861,10.18,7.389
PGC1900679,185.0649315,30.3603523,10.184,7.865
UGC09497,221.053476,42.6288596,10.185,6.488
LeG09,160.6441667,12.15055556,10.19,0.6
M96-DF7,161.80625,12.8025,10.19,0.6
NGC0628,24.1741665,15.7834583,10.19,0.6
PGC083339,161.7391665,12.9986944,10.19,0.6
PGC4689210,161.7215205,12.7436026,10.19,0.6
UGC03600,103.916658,39.095185,10.19,0.6
UGC05209,146.2673985,32.2378956,10.19,0.6
SDSSJ132047.16+220216.5,200.196543,22.0379632,10.192,7.485
PGC779164,41.3982915,-25.4224444,10.194,4.278
AGC208397,159.7420833,3.87416667,10.2,0.601
NGC628dwTBG,23.27833333,16.25138889,10.2,0.601
PGC1456468,23.248752,14.3735508,10.2,0.601
PGC2807122,101.9801895,47.5130604,10.2,0.601
SDSSJ013800.31+145858.0,24.501306,14.9828018,10.2,0.601
UGC01056,22.196709,16.6880335,10.2,0.601
UGC01171,24.9367425,15.8994537,10.2,0.601
UGC09893,233.237982,46.4524344,10.2,2.033
PGC3300296,200.0109,-2.5981,10.204,5.77
UGC01175,24.985827,11.0966955,10.209,4.11
NGC1507,61.1132205,-2.1880558,10.21,4.801
PGC3221776,333.88455,-28.061701,10.212,4.089
SDSSJ122357.33+293547.4,185.9889495,29.5965848,10.221,7.843
PGC1170816,336.316608,0.6188138,10.222,4.083
UGC02082,39.0672225,25.4238282,10.226,4.328
NGC4504,188.0726955,-7.5633894,10.232,6.298
SDSSJ105946.15+283639.2,164.9422845,28.6109166,10.233,7.563
SDSSJ115506.04+440611.8,178.7749245,44.1030124,10.238,7.561
HFLLZOAG140.13-17.49,35.299872,42.3639996,10.28,0.606
NGC3037,147.849999,-27.0111016,10.28,0.606
SDSSJ102833.00+424007.8,157.137294,42.6688507,10.28,0.606
SDSSJ111915.87+141724.8,169.816149,14.2902259,10.28,0.606
SDSSJ122017.39+290609.1,185.0724975,29.1024364,10.281,7.857
PGC041990,188.9622525,-3.7659899,10.287,7.045
PGC015285,67.409142,-27.4077843,10.291,5.545
SDSSJ134757.44+041850.5,206.989362,4.3140698,10.292,5.372
NGC4118,181.970247,43.1110588,10.293,7.544
ESO497-035,139.241553,-23.2796805,10.3,0.607
IC2684,169.254204,13.0995217,10.3,0.607
IC2787,170.829462,13.6297409,10.3,0.607
NGC0949,37.7029305,37.1365943,10.3,0.66
NGC2835,139.470327,-22.3545759,10.3,2.053
NGC3990,179.398185,55.458715,10.3,0.607
PGC033447,166.110231,11.7562195,10.3,2.053
PGC1420152,170.6000505,12.9795655,10.3,0.607
PGC213770,165.309444,29.84806,10.3,7.462
PGC2807172,43.9075,19.63444444,10.3,0.607
SDSSJ112337.61+125344.8,170.9066115,12.8958829,10.3,0.607
[PT2011]53,141.542559,33.7205694,10.3,0.607
PGC694205,75.129678,-32.2872165,10.336,5.694
PGC1832164,196.0113195,28.3090372,10.368,7.61
ESO373-020,145.9061985,-32.7411196,10.374,6.81
NGC2841,140.511066,50.9766176,10.38,6.093
UGC03966,115.357902,40.1118996,10.38,0.612
SDSSJ023816.20+295421.9,39.56840117,29.90666713,10.387,4.268
UGC09193,215.308053,36.7435865,10.389,6.977
PGC041336,187.661013,15.6081146,10.393,7.913
